period;LOC;lat;lon;Filename
Post-Agreement (2017-2022);Barranquilla, Atlántico;11.0041072;-74.80698129999999;17
Post-Agreement (2017-2022);Belén de los Andaquíes, Caquetá;1.420043;-75.8724671;3
Post-Agreement (2017-2022);Bello, Antioquia;6.336728799999999;-75.55958869999999;10
Post-Agreement (2017-2022);Betania, Antioquia;5.746649;-75.977569;4
Post-Agreement (2017-2022);Bogotá D.C, Bolívar;4.710988599999999;-74.072092;8
Post-Agreement (2017-2022);Bogotá D.C., Bogotá;4.710988599999999;-74.072092;155
Post-Agreement (2017-2022);Bogotá D.C., Tolima;4.710988599999999;-74.072092;13
Post-Agreement (2017-2022);Bogotá. D.C, Bogotá;4.710988599999999;-74.072092;22
Post-Agreement (2017-2022);Bojaya, Chocó;6.5213281;-76.9728457;17
Post-Agreement (2017-2022);Bojayá, Chocó;6.5213281;-76.9728457;1
Post-Agreement (2017-2022);Bolívar, Quindío;4.4610191;-75.667356;6
Post-Agreement (2017-2022);Briceño, Antioquia;7.1129229;-75.55109980000002;4
Post-Agreement (2017-2022);Briceño, Antioquia;7.1129229;-75.55109980000002;24
Post-Agreement (2017-2022);Bucaramanga, Antioquia;7.119349;-73.1227416;10
Post-Agreement (2017-2022);Buenaventura, Valle del Cauca;3.8830471;-77.01972119999999;23
Post-Agreement (2017-2022);Cabrera, Cundinamarca;3.9842364;-74.4842232;20
Post-Agreement (2017-2022);Cabuyaro, Meta;4.284528;-72.7923129;10
Post-Agreement (2017-2022);Cacahual, Guainía;3.52618;-67.4124933;1
Post-Agreement (2017-2022);Caicedonia, Valle del Cauca;4.3329129;-75.827107;2
Post-Agreement (2017-2022);Calamar, Guaviare;1.920614;-72.554237;48
Post-Agreement (2017-2022);Caldono, Cauca;2.7977575;-76.4834781;6
Post-Agreement (2017-2022);Cali, Norte de Santander;7.9462831;-72.8988069;2
Post-Agreement (2017-2022);Cali, Valle del Cauca;3.4516467;-76.5319854;15
Post-Agreement (2017-2022);Caloto, Cauca;3.0358187;-76.40786659999999;5
Post-Agreement (2017-2022);Cantagallo, Bolívar;7.381529999999999;-73.91912099999999;1
Post-Agreement (2017-2022);Cantagallo, Quindío;4.4610191;-75.667356;6
Post-Agreement (2017-2022);Cantón, Chocó;5.6914548;-76.65897939999999;12
Post-Agreement (2017-2022);Caracolí, Antioquia;6.408748999999999;-74.7576179;21
Post-Agreement (2017-2022);Carepa, Antioquia;7.755354;-76.6554309;1
Post-Agreement (2017-2022);Carmen de Bolívar, Bolívar;9.7180213;-75.1209887;4
Post-Agreement (2017-2022);Carmen del Darien, Chocó;5.253016970279803;-76.82596520469436;10
Post-Agreement (2017-2022);Cartagena, Bolívar;10.3932277;-75.4832311;8
Post-Agreement (2017-2022);Caucasia, Cauca;7.983182100000001;-75.1981665;12
Post-Agreement (2017-2022);Caucasia, Quindío;7.983182100000001;-75.1981665;2
Post-Agreement (2017-2022);Cañasgordas, Antioquia;6.7509209;-76.02597879999999;11
Post-Agreement (2017-2022);Cañasgordas, Quindío;6.7509209;-76.02597879999999;6
Post-Agreement (2017-2022);Cáceres, Cauca;2.20849;-77.8288199;10
Post-Agreement (2017-2022);Cerrito, Valle del Cauca;3.684084;-76.312996;5
Post-Agreement (2017-2022);Chaguaní, Cundinamarca;4.9493414;-74.5938658;18
Post-Agreement (2017-2022);Chaparral, Tolima;3.7440073;-75.5742467;4
Post-Agreement (2017-2022);Chigorodó, Antioquia;7.6645455;-76.67748449999999;1
Post-Agreement (2017-2022);Chimichagua, Cesar;9.258032300000002;-73.8142384;4
Post-Agreement (2017-2022);Chimichagua, Magdalena;9.258032300000002;-73.8142384;18
Post-Agreement (2017-2022);Chiscas, Boyacá;6.5527257;-72.4995814;11
Post-Agreement (2017-2022);Chita, Boyacá;6.187449;-72.4732654;11
Post-Agreement (2017-2022);Ciudad Bolívar, Antioquia;5.852475999999999;-76.0218469;4
Post-Agreement (2017-2022);Ciudad Bolívar, Bolívar;5.851450055027782;-76.02167748047562;8
Post-Agreement (2017-2022);Ciénaga, Magdalena;11.007984;-74.248926;24
Post-Agreement (2017-2022);Colombia, Atlántico;10.6966159;-74.8741045;9
Post-Agreement (2017-2022);Concordia, Meta;2.6227918;-72.7598422;13
Post-Agreement (2017-2022);Condoto, Chocó;5.089545999999999;-76.652079;21
Post-Agreement (2017-2022);Convención, Norte de Santander;8.470146;-73.337007;3
Post-Agreement (2017-2022);Corinto, Cauca;3.1756423;-76.2591932;5
Post-Agreement (2017-2022);Corozal, Casanare;5.35;-72.30002;7
Post-Agreement (2017-2022);Cota, Boyacá;5.454511;-73.362003;2
Post-Agreement (2017-2022);Cravo Norte, Arauca;6.304349999999999;-70.202659;15
Post-Agreement (2017-2022);Cumbitara, Nariño;1.6479737;-77.57850549999999;4
Post-Agreement (2017-2022);Curillo, Putumayo;1.0340079;-75.9214427;13
Post-Agreement (2017-2022);Curumaní, Cesar;9.201062;-73.5425659;4
Post-Agreement (2017-2022);Cúcuta, Norte de Santander;7.8890971;-72.4966896;3
Post-Agreement (2017-2022);Cáceres, Antioquia;7.579028999999998;-75.34954499999999;2
Post-Agreement (2017-2022);Cértegui, Chocó;5.371643199999999;-76.6085705;26
Post-Agreement (2017-2022);Cúcuta, Norte de Santander;7.8890971;-72.4966896;6
Post-Agreement (2017-2022);Dabeiba, Antioquia;6.997374;-76.256824;11
Post-Agreement (2017-2022);Dabeiba, Quindío;6.997374;-76.256824;6
Post-Agreement (2017-2022);Dosquebradas, Risaralda;4.8318256;-75.68056779999999;11
Post-Agreement (2017-2022);El Bagre, Cauca;7.6049669;-74.8090098;10
Post-Agreement (2017-2022);El Bagre, Quindío;4.4610191;-75.667356;2
Post-Agreement (2017-2022);El Banco, Magdalena;9.003506999999999;-73.97386399999999;18
Post-Agreement (2017-2022);El Carmen de Bolívar, Bolívar;9.7180213;-75.1209887;8
Post-Agreement (2017-2022);El Carmen, Norte de Santander;8.49567;-73.44704;3
Post-Agreement (2017-2022);El Castillo, Meta;3.564252;-73.794394;2
Post-Agreement (2017-2022);El Charco, Nariño;2.479311;-78.11021099999999;6
Post-Agreement (2017-2022);El Cocuy, Boyacá;6.408891;-72.4454499;11
Post-Agreement (2017-2022);El Copey, Cesar;10.148976;-73.960233;3
Post-Agreement (2017-2022);El Doncello, Caquetá;1.680042;-75.2833349;9
Post-Agreement (2017-2022);El Dovio, Valle del Cauca;4.5081065;-76.2371857;4
Post-Agreement (2017-2022);El Espino, Boyacá;6.4864;-72.43285999999999;11
Post-Agreement (2017-2022);El Retorno, Guaviare;2.331899;-72.62812699999999;48
Post-Agreement (2017-2022);El Rosario, Nariño;1.742897;-77.33513239999999;4
Post-Agreement (2017-2022);El Tambo, Cauca;2.452695;-76.81132199999999;7
Post-Agreement (2017-2022);El Tarra, Norte de Santander;8.57451;-73.09339;24
Post-Agreement (2017-2022);El charo, Nariño;2.479311;-78.11021099999999;1
Post-Agreement (2017-2022);Espinal, Tolima;4.147075;-74.89749250000001;4
Post-Agreement (2017-2022);Espinal, Tolima, Tolima;4.147075;-74.89749250000001;2
Post-Agreement (2017-2022);Flandes, Tolima;4.2867309;-74.812294;4
Post-Agreement (2017-2022);Flandes, Tolima, Tolima;4.2867309;-74.812294;2
Post-Agreement (2017-2022);Florida, Antioquia;6.2476598;-75.565816;10
Post-Agreement (2017-2022);Florida, Valle del Cauca;3.3213339;-76.235361;9
Post-Agreement (2017-2022);Floridablanca, Antioquia;6.2476598;-75.565816;10
Post-Agreement (2017-2022);Fortul, Arauca;6.794366999999999;-71.7715489;16
Post-Agreement (2017-2022);Fredonia, Antioquia;5.9270266;-75.67135379999999;3
Post-Agreement (2017-2022);Frontino, Antioquia;6.772999899999999;-76.1313454;9
Post-Agreement (2017-2022);Fundación, Magdalena;10.517179;-74.1819979;24
Post-Agreement (2017-2022);Fusagasugá, Cundinamarca;4.345152;-74.361823;20
Post-Agreement (2017-2022);Galapa, Atlántico;10.8996383;-74.88618819999999;22
Post-Agreement (2017-2022);Girardot, Cundinamarca, Tolima;4.3045959;-74.8031414;2
Post-Agreement (2017-2022);Girardot, Tolima;4.3045959;-74.8031414;4
Post-Agreement (2017-2022);Girón, Antioquia;6.2476598;-75.565816;10
Post-Agreement (2017-2022);Granada, Meta;3.5436442;-73.7028107;28
Post-Agreement (2017-2022);Guadalajara de Buga, Valle del Cauca;3.8946048;-76.3055772;5
Post-Agreement (2017-2022);Guaduas, Cundinamarca;5.0678088;-74.5953205;18
Post-Agreement (2017-2022);Guamal, Magdalena;9.144527;-74.22629400000001;18
Post-Agreement (2017-2022);Guaranda, Sucre;8.468309999999999;-74.537025;9
Post-Agreement (2017-2022);Güicán de la Sierra, Boyacá;6.4630011;-72.411958;9
Post-Agreement (2017-2022);Güicán, Boyacá;6.4630011;-72.411958;2
Post-Agreement (2017-2022);Hato Corozal, Casanare;6.154946;-71.76236;16
Post-Agreement (2017-2022);Hato, Casanare;6.154946;-71.76236;7
Post-Agreement (2017-2022);Hispania, Antioquia;5.7991967;-75.908417;4
Post-Agreement (2017-2022);Icononzo, Tolima;4.17645;-74.531723;13
Post-Agreement (2017-2022);Inírida, Guainía;3.8702044;-67.92433609999999;1
Post-Agreement (2017-2022);Istmina, Chocó;5.157448899999999;-76.6880899;5
Post-Agreement (2017-2022);Ituango, Antioquia;7.1722236;-75.764398;30
Post-Agreement (2017-2022);Íquira, Huila;2.649516;-75.635076;3
Post-Agreement (2017-2022);Jambaló, Cauca;2.7768879;-76.3247615;5
Post-Agreement (2017-2022);Jardín, Antioquia;5.598813199999999;-75.8198172;4
Post-Agreement (2017-2022);Jericó, Boyacá;6.146030000000001;-72.57065399999999;11
Post-Agreement (2017-2022);Juradó, Chocó;7.102626;-77.762046;1
Post-Agreement (2017-2022);La Dorada, Caldas;5.472709;-74.66798399999999;4
Post-Agreement (2017-2022);La Guadalupe, Guainía;1.3648401;-67.04645909999999;1
Post-Agreement (2017-2022);La Macarena, Meta;2.1831929;-73.7843783;55
Post-Agreement (2017-2022);La Montañita, Caquetá;1.4342295;-75.3878525;2
Post-Agreement (2017-2022);La Pedrera, Amazonas;-1.3220043;-69.578386;12
Post-Agreement (2017-2022);La Salina, Casanare;6.1281064;-72.3343478;12
Post-Agreement (2017-2022);La Tola, Nariño;2.399572;-78.189712;7
Post-Agreement (2017-2022);La Unión, Valle del Cauca;4.529822999999999;-76.1088001;2
Post-Agreement (2017-2022);La Victoria, Amazonas;-0.1060558;-71.1448516;5
Post-Agreement (2017-2022);Leguízamo, Putumayo;-0.185957;-74.78366;4
Post-Agreement (2017-2022);Leiva, Nariño;1.9354157;-77.3035623;4
Post-Agreement (2017-2022);Lejanías, Meta;3.5272204;-74.022413;2
Post-Agreement (2017-2022);Litoral de San Juan, Chocó;4.2006777;-76.7336521;2
Post-Agreement (2017-2022);Lloró, Chocó;5.499682;-76.542596;3
Post-Agreement (2017-2022);Maceo, Antioquia;6.551367;-74.787294;21
Post-Agreement (2017-2022);Maicao, La Guajira;11.3800543;-72.2422465;7
Post-Agreement (2017-2022);Maicaol, La Guajira;11.3800543;-72.2422465;5
Post-Agreement (2017-2022);Majagual, Sucre;8.4865278;-74.7337069;9
Post-Agreement (2017-2022);Malambo, Atlántico;10.8575824;-74.7746834;22
Post-Agreement (2017-2022);Manizales, Risaralda;5.0629743;-75.5027698;21
Post-Agreement (2017-2022);Maní, Risaralda;5.315847499999999;-75.9927652;21
Post-Agreement (2017-2022);Mapiripán, Meta;2.892506;-72.13317500000001;24
Post-Agreement (2017-2022);Marquetalia, Caldas;5.300064;-75.051548;2
Post-Agreement (2017-2022);Medellín, Antioquia;6.2476376;-75.56581530000001;38
Post-Agreement (2017-2022);Medellín, Antioquia;6.2476376;-75.56581530000001;5
Post-Agreement (2017-2022);Medio Atrato, Chocó;5.989716400000001;-76.7336521;6
Post-Agreement (2017-2022);Medio Baudó, Chocó;5.1334095;-76.964306;8
Post-Agreement (2017-2022);Medio San Juan, Chocó;5.6914548;-76.65897939999999;5
Post-Agreement (2017-2022);Mesetas, Meta;3.381995;-74.043801;16
Post-Agreement (2017-2022);Miraflores, Guaviare;1.337454;-71.950914;19
Post-Agreement (2017-2022);Miranda, Cauca;3.2135542;-76.2131474;2
Post-Agreement (2017-2022);Mirití-Parana, Amazonas;-1.205904;-69.887903;5
Post-Agreement (2017-2022);Montecristo, Bolívar;8.294838;-74.4750948;3
Post-Agreement (2017-2022);Montecristo, Cauca;2.57301;-76.77915999999999;16
Post-Agreement (2017-2022);Montelíbano, Córdoba;7.976803;-75.417209;25
Post-Agreement (2017-2022);Montería, Córdoba;8.750983;-75.8785348;3
Post-Agreement (2017-2022);Morales, Bolívar;8.27533;-73.86817599999999;16
Post-Agreement (2017-2022);Mosquera, Nariño;2.50923;-78.451284;6
Post-Agreement (2017-2022);Murillo, Tolima;3.80419;-74.94281;1
Post-Agreement (2017-2022);Murindó, Antioquia;6.976297;-76.81975;3
Post-Agreement (2017-2022);Nechí, Cauca;8.0909315;-74.77964659999999;10
Post-Agreement (2017-2022);Neiva, Huila;2.9344837;-75.2809001;2
Post-Agreement (2017-2022);Norcasia, Caldas;5.576269;-74.889557;2
Post-Agreement (2017-2022);Norosí, Bolívar;8.528027;-74.037018;8
Post-Agreement (2017-2022);Nóvita, Chocó;4.956167;-76.60734900000001;21
Post-Agreement (2017-2022);Ocaña, Norte de Santander;8.252049999999999;-73.3532199;8
Post-Agreement (2017-2022);Ocaña, Norte de Santander;8.252049999999999;-73.3532199;3
Post-Agreement (2017-2022);Olaya Herrera, Nariño;2.2772880621602263;-78.31589372202436;7
Post-Agreement (2017-2022);Orito, Putumayo;0.6766344999999999;-76.87960609999999;3
Post-Agreement (2017-2022);Pacoa, Vaupés;0.1410295;-70.6216794;5
Post-Agreement (2017-2022);Pailitas, Cesar;8.959667;-73.626268;6
Post-Agreement (2017-2022);Palmar, Chocó;8.360035511409237;-77.10802946234729;11
Post-Agreement (2017-2022);Palmira, Valle del Cauca;3.5379718;-76.2971657;5
Post-Agreement (2017-2022);Pandi, Cundinamarca;4.19065;-74.486751;20
Post-Agreement (2017-2022);Panqueba, Boyacá;6.4426733;-72.4594939;11
Post-Agreement (2017-2022);Papunaua, Vaupés;1.8028463;-70.7168469;5
Post-Agreement (2017-2022);Pasca, Cundinamarca;4.308498;-74.299995;20
Post-Agreement (2017-2022);Patía, Cauca;2.1482437;-77.0794705;3
Post-Agreement (2017-2022);Paz de Ariporo, Casanare;5.880639;-71.892912;9
Post-Agreement (2017-2022);Pelaya, Cesar;8.688030999999999;-73.666377;4
Post-Agreement (2017-2022);Pensilvania, Caldas;5.38211;-75.16142599999999;2
Post-Agreement (2017-2022);Peque, Antioquia;7.021420099999999;-75.9088137;11
Post-Agreement (2017-2022);Peque, Quindío;4.4610191;-75.667356;6
Post-Agreement (2017-2022);Pereira, Risaralda;4.8087174;-75.690601;21
Post-Agreement (2017-2022);Piamonte, Putumayo;1.2155968;-76.4100267;13
Post-Agreement (2017-2022);Piedecuesta, Antioquia;6.991539;-73.05399799999999;10
Post-Agreement (2017-2022);Planadas, Tolima;3.1207486;-75.8533954;4
Post-Agreement (2017-2022);Planeta Rica, Córdoba;8.412749;-75.584048;3
Post-Agreement (2017-2022);Playa de Belén, Norte de Santander;8.274846799999999;-73.2057595;5
Post-Agreement (2017-2022);Policarpa, Nariño;1.6289529;-77.4592061;4
Post-Agreement (2017-2022);Pradera, Valle del Cauca;3.4195763;-76.24053119999999;9
Post-Agreement (2017-2022);Pueblo Bello, Cesar;10.43458;-73.5829689;9
Post-Agreement (2017-2022);Pueblo Nuevo, Córdoba;8.503178;-75.5075239;3
Post-Agreement (2017-2022);Pueblo Rico, Risaralda;5.221976;-76.03042330000001;4
Post-Agreement (2017-2022);Puerto Asís, Putumayo;0.4985097;-76.4977428;4
Post-Agreement (2017-2022);Puerto Berrío, Antioquia;6.4895388;-74.4047587;21
Post-Agreement (2017-2022);Puerto Boyacá, Boyacá;5.975676699999999;-74.5922391;3
Post-Agreement (2017-2022);Puerto Caicedo, Putumayo;0.6842064;-76.60416169999999;3
Post-Agreement (2017-2022);Puerto Carreño, Vichada;6.1899117;-67.48256959999999;2
Post-Agreement (2017-2022);Puerto Colombia, Atlántico;11.001004;-74.950761;22
Post-Agreement (2017-2022);Puerto Colombia, Guainía;2.72032;-67.56446;1
Post-Agreement (2017-2022);Puerto Concordia, Meta;2.6227918;-72.7598422;24
Post-Agreement (2017-2022);Puerto Gaitán, Meta;4.3123762;-72.0826822;10
Post-Agreement (2017-2022);Puerto Guzmán, Putumayo;0.96377;-76.40798099999999;13
Post-Agreement (2017-2022);Puerto Leguízamo, Putumayo;-0.185957;-74.78366;8
Post-Agreement (2017-2022);Puerto Libertador, Córdoba;7.8877104;-75.67099759999999;25
Post-Agreement (2017-2022);Puerto Lleras, Meta;3.272414;-73.369542;33
Post-Agreement (2017-2022);Puerto López, Meta;4.091354;-72.955918;10
Post-Agreement (2017-2022);Puerto Nare, Antioquia;6.186497;-74.583726;21
Post-Agreement (2017-2022);Puerto Rico, Caquetá;1.909918;-75.157235;9
Post-Agreement (2017-2022);Puerto Rico, Meta;2.941214;-73.20746799999999;33
Post-Agreement (2017-2022);Puerto Rondón, Arauca;6.281167;-71.1047959;15
Post-Agreement (2017-2022);Puerto Santander, Amazonas;-0.6218736;-72.3825557;5
Post-Agreement (2017-2022);Puerto Santander, Norte de Santander;8.361323;-72.408389;14
Post-Agreement (2017-2022);Páez, Huila;2.5359349;-75.52766989999999;3
Post-Agreement (2017-2022);Quibdó, Quindío;5.695633;-76.649812;27
Post-Agreement (2017-2022);Quinchía, Risaralda;5.341119099999999;-75.73047559999999;27
Post-Agreement (2017-2022);Remedios, Antioquia;7.0281273;-74.69360689999999;3
Post-Agreement (2017-2022);Ricaurte, Cundinamarca, Tolima;4.277309;-74.77230500000002;2
Post-Agreement (2017-2022);Ricaurte, Nariño;1.1483351;-78.0651931;2
Post-Agreement (2017-2022);Ricaurte, Tolima;4.277309;-74.77230500000002;4
Post-Agreement (2017-2022);Rio Quito, Chocó;5.5380856;-76.7798172;12
Post-Agreement (2017-2022);Rioblanco, Tolima;3.530079;-75.643671;4
Post-Agreement (2017-2022);Riosucio, Chocó;7.437558799999999;-77.11333479999999;13
Post-Agreement (2017-2022);Risaralda, Risaralda;5.315847499999999;-75.9927652;16
Post-Agreement (2017-2022);Roldanillo, Valle del Cauca;4.415473599999999;-76.1513942;4
Post-Agreement (2017-2022);Río Quito, Chocó;5.5380856;-76.7798172;7
Post-Agreement (2017-2022);Sabanalarga, Antioquia;6.8543086;-75.8133342;4
Post-Agreement (2017-2022);Sabanas de San Angel, Magdalena;10.0297699;-74.21531;1
Post-Agreement (2017-2022);Salgar, Antioquia;5.963336;-75.963942;4
Post-Agreement (2017-2022);Samaná, Caldas;5.413047;-74.99146390000001;3
Post-Agreement (2017-2022);San Benito Abad, Sucre;8.93159;-75.0308214;6
Post-Agreement (2017-2022);San Benito, Sucre;8.93159;-75.0308214;6
Post-Agreement (2017-2022);San Calixto, Norte de Santander;8.4015989;-73.2089979;2
Post-Agreement (2017-2022);San Carlos, Córdoba;8.7946422;-75.6995195;3
Post-Agreement (2017-2022);San Felipe, Guainía;1.9169897;-67.0762467;1
Post-Agreement (2017-2022);San Jacinto del Cauca, Cauca;8.2314212;-74.7337069;16
Post-Agreement (2017-2022);San Jacinto, Bolívar;9.8297142;-75.12294899999999;8
Post-Agreement (2017-2022);San José de Uré, Córdoba;7.787317900000001;-75.53590609999999;19
Post-Agreement (2017-2022);San José del Fragua, Putumayo;1.3315742;-75.9733147;13
Post-Agreement (2017-2022);San José del Guaviare, Guaviare;2.5677606;-72.6396535;32
Post-Agreement (2017-2022);San José del Guavire, Meta;2.5677606;-72.6396535;11
Post-Agreement (2017-2022);San José del Palmar, Chocó;4.97262;-76.22922;29
Post-Agreement (2017-2022);San José, Chocó;4.222589999999999;-77.09631999999999;11
Post-Agreement (2017-2022);San Marcos, Sucre;8.663761;-75.13268289999999;6
Post-Agreement (2017-2022);San Martín, Meta;3.698492;-73.697308;4
Post-Agreement (2017-2022);San Martín, Meta;3.698492;-73.697308;40
Post-Agreement (2017-2022);San Miguel, Putumayo;0.33002;-76.87635999999999;16
Post-Agreement (2017-2022);San Onofre, Sucre;9.74084;-75.519872;10
Post-Agreement (2017-2022);San Sebastián, Magdalena;9.2389289;-74.3500155;18
Post-Agreement (2017-2022);San Vicente del Caguán, Caquetá;2.1136446;-74.7732056;5
Post-Agreement (2017-2022);San Vicente del Caguán, Meta;2.1136446;-74.7732056;3
Post-Agreement (2017-2022);Santa Bárbara de Iscuande, Nariño;2.4505212;-77.98026930000002;1
Post-Agreement (2017-2022);Santa Bárbara, Nariño;2.4505212;-77.98026930000002;8
Post-Agreement (2017-2022);Santa Isabel, Tolima;4.713973999999999;-75.0972892;1
Post-Agreement (2017-2022);Santa Marta, Magdalena;11.2403547;-74.2110227;24
Post-Agreement (2017-2022);Santa Rosa del Sur, Bolívar;7.9630638;-74.05097479999999;6
Post-Agreement (2017-2022);Santa Rosa, Bolívar;10.445791;-75.368501;3
Post-Agreement (2017-2022);Santander de Quilichao, Cauca;3.0090132;-76.48630469999999;22
Post-Agreement (2017-2022);Saravena, Arauca;6.956106999999999;-71.87259499999999;22
Post-Agreement (2017-2022);Segovia, Antioquia;7.079743499999999;-74.7004374;3
Post-Agreement (2017-2022);Sevilla, Valle del Cauca;4.2743779;-75.931004;2
Post-Agreement (2017-2022);Sibaté, Cundinamarca;4.491196;-74.2593771;18
Post-Agreement (2017-2022);Silvania, Cundinamarca;4.3867287;-74.3994432;20
Post-Agreement (2017-2022);Soacha, Cundinamarca;4.5827227;-74.21174649999999;112
Post-Agreement (2017-2022);Socha, Boyacá;5.997129999999999;-72.692665;11
Post-Agreement (2017-2022);Socotá, Boyacá;6.041520999999999;-72.636498;11
Post-Agreement (2017-2022);Solano, Caquetá;0.699152;-75.25355499999999;3
Post-Agreement (2017-2022);Soledad, Atlántico;10.9215472;-74.7688173;22
Post-Agreement (2017-2022);Solita, Putumayo;0.4359506;-75.52766989999999;13
Post-Agreement (2017-2022);Sucre, Sucre;8.916538147248733;-74.72682304315609;6
Post-Agreement (2017-2022);Sumapaz, Tolima;4.112506545093167;-74.5813021227584;13
Post-Agreement (2017-2022);Suárez, Cauca;2.9532079;-76.6937039;2
Post-Agreement (2017-2022);Sácama, Casanare;6.098996;-72.248193;19
Post-Agreement (2017-2022);Tadó, Chocó;5.2649419;-76.55943300000001;10
Post-Agreement (2017-2022);Tamalameque, Magdalena;10.33333;-74.54198;18
Post-Agreement (2017-2022);Tame, Arauca;6.4586679;-71.73477369999999;20
Post-Agreement (2017-2022);Tarazá, Antioquia;7.583190999999999;-75.39996599999999;2
Post-Agreement (2017-2022);Tarazá, Cauca;7.583190999999999;-75.39996599999999;10
Post-Agreement (2017-2022);Tarazá, Quindío;7.583190999999999;-75.39996599999999;1
Post-Agreement (2017-2022);Tello, Huila;3.0673499;-75.1381059;2
Post-Agreement (2017-2022);Teorama, Norte de Santander;8.437521;-73.2869429;3
Post-Agreement (2017-2022);Tibú, Norte de Santander;8.642356;-72.73773299999999;11
Post-Agreement (2017-2022);Tierralta, Córdoba;8.171571;-76.062313;30
Post-Agreement (2017-2022);Tiquisio, Bolívar;8.5555864;-74.26470429999999;11
Post-Agreement (2017-2022);Toribio, Cauca;2.9562909;-76.2704;5
Post-Agreement (2017-2022);Tumaco, Nariño;1.787434;-78.791265;25
Post-Agreement (2017-2022);Turbaco, Bolívar;10.334638;-75.412672;3
Post-Agreement (2017-2022);Turbo, Antioquia;8.0951588;-76.7284559;1
Post-Agreement (2017-2022);Támara, Casanare;5.83034;-72.163056;7
Post-Agreement (2017-2022);Uramita, Antioquia;6.899406;-76.17451489999999;11
Post-Agreement (2017-2022);Uramita, Quindío;6.899406;-76.17451489999999;6
Post-Agreement (2017-2022);Uribe, Meta;3.239241;-74.350661;17
Post-Agreement (2017-2022);Urrao, Antioquia;6.313860999999999;-76.13181;9
Post-Agreement (2017-2022);Valdivia, Valle del Cauca;3.8008893;-76.64127119999999;14
Post-Agreement (2017-2022);Valle de Guamuez, Putumayo;0.4015861;-76.7798172;3
Post-Agreement (2017-2022);Valle del Guamuez, Putumayo;0.4015861;-76.7798172;10
Post-Agreement (2017-2022);Vaupés, Vaupés;0.8553561;-70.81199529999999;7
Post-Agreement (2017-2022);Venecia, Antioquia;5.963962;-75.735417;3
Post-Agreement (2017-2022);Venecia, Cundinamarca;4.089014;-74.4779102;28
Post-Agreement (2017-2022);Vigía del Fuerte, Chocó;6.588654099999999;-76.896277;17
Post-Agreement (2017-2022);Villa del Rosario, Norte de Santander;7.8437879;-72.46968970000002;9
Post-Agreement (2017-2022);Vista Hermosa, Meta;3.127883;-73.752512;33
Post-Agreement (2017-2022);Yarumal, Antioquia;6.961969;-75.4190689;5
Post-Agreement (2017-2022);Yondó, Bolívar;6.951009099999999;-74.1709702;1
Post-Agreement (2017-2022);Yondó, Quindío;6.951009099999999;-74.1709702;6
Post-Agreement (2017-2022);Yopal, Casanare;5.348903;-72.40052299999999;15
Post-Agreement (2017-2022);Zambrano, Bolívar;9.7609998;-74.89749250000001;8
Post-Agreement (2017-2022);Zaragoza, Cauca;2.20849;-77.8288199;10
Post-Agreement (2017-2022);Zaragoza, Quindío;4.4610191;-75.667356;2
