clean_NNAJ_actors|Departamento|Filename|Year|categoria|place|LOC|lat|lon|period
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Águilas Negras|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Whatsapp|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Whatsapp|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Whatsapp|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Whatsapp|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Whatsapp|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Whatsapp|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Nuevos Paramilitares (Narco-Para)|Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Presencia De Fuerzas Militares|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Presencia De Fuerzas Militares|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Presencia De Fuerzas Militares|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Presencia De Fuerzas Militares|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Presencia De Fuerzas Militares|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Presencia De Fuerzas Militares|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Fuerza Pública Institucionalmente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Fuerza Pública Institucionalmente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Fuerza Pública Institucionalmente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Fuerza Pública Institucionalmente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Fuerza Pública Institucionalmente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Fuerza Pública Institucionalmente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Zvtn De La Fila|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Zvtn De La Fila|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Zvtn De La Fila|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Zvtn De La Fila|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Zvtn De La Fila|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Zvtn De La Fila|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Autodefensas Unidas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Paramilitares|Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Autodefensas Unidas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Paramilitares|Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Autodefensas Unidas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Paramilitares|Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Autodefensas Unidas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Paramilitares|Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Autodefensas Unidas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Paramilitares|Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Autodefensas Unidas De Colombia|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Paramilitares|Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombiaclan Golfourabeños|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombiaclan Golfourabeños|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombiaclan Golfourabeños|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombiaclan Golfourabeños|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombiaclan Golfourabeños|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Autodefensas Gaitanistas De Colombiaclan Golfourabeños|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017|Guerrillas|Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Minas Antipersonal|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Minas Antipersonal|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Minas Antipersonal|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Minas Antipersonal|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Minas Antipersonal|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Minas Antipersonal|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Específicamente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Específicamente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Específicamente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Específicamente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Específicamente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
Específicamente|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Fusagasugá|Fusagasugá, Cundinamarca|4.345152|-74.361823|Post-Agreement (2017-2022)
Agencia De Desarrollo Rural|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Venecia|Venecia, Cundinamarca|4.089014|-74.4779102|Post-Agreement (2017-2022)
Agencia De Desarrollo Rural|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Cabrera|Cabrera, Cundinamarca|3.9842364|-74.4842232|Post-Agreement (2017-2022)
Agencia De Desarrollo Rural|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pandi|Pandi, Cundinamarca|4.19065|-74.486751|Post-Agreement (2017-2022)
Agencia De Desarrollo Rural|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Pasca|Pasca, Cundinamarca|4.308498|-74.299995|Post-Agreement (2017-2022)
Agencia De Desarrollo Rural|Cundinamarca|IR N° 039-17 A.I. CUN-Cabrera Fusagasuga Pandi Pasca Silvania y Venecia.pdf|2017||Silvania|Silvania, Cundinamarca|4.3867287|-74.3994432|Post-Agreement (2017-2022)
